tempo    | level=info ts=2023-06-21T09:54:08.708868041Z caller=wal.go:118 msg="beginning replay" file=49f911f7-17a8-4159-be55-8f88a92564d7:single-tenant:v2:snappy:v2 size=17399
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.cache.CacheInterceptor.intercept(CacheInterceptor.kt:95) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.BridgeInterceptor.intercept(BridgeInterceptor.kt:83) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.kt:76) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.shaded.instrumentation.okhttp.v3_0.internal.ConnectionErrorSpanInterceptor.intercept(ConnectionErrorSpanInterceptor.java:38) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.instrumentation.okhttp.v3_0.OkHttp3Singletons.lambda$static$0(OkHttp3Singletons.java:36) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.getResponseWithInterceptorChain$okhttp(RealCall.kt:201) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.execute(RealCall.kt:154) ~[okhttp-4.10.0.jar!/:na]
app      | 	at org.springframework.http.client.OkHttp3ClientHttpRequest.executeInternal(OkHttp3ClientHttpRequest.java:68) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractBufferingClientHttpRequest.executeInternal(AbstractBufferingClientHttpRequest.java:48) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractClientHttpRequest.execute(AbstractClientHttpRequest.java:66) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:862) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	... 12 common frames omitted
app      | Caused by: java.net.ConnectException: Connection refused
app      | 	at java.base/sun.nio.ch.Net.pollConnect(Native Method) ~[na:na]
app      | 	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:542) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:597) ~[na:na]
app      | 	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327) ~[na:na]
app      | 	at java.base/java.net.Socket.connect(Socket.java:633) ~[na:na]
app      | 	at okhttp3.internal.platform.Platform.connectSocket(Platform.kt:128) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:295) ~[okhttp-4.10.0.jar!/:na]
app      | 	... 35 common frames omitted
app      | 
app      | 2023-06-21T10:11:08.327Z  WARN 1 --- [_WorkerThread-1] i.o.exporter.zipkin.ZipkinSpanExporter   : Failed to export spans
app      | 
app      | org.springframework.web.client.ResourceAccessException: I/O error on POST request for "http://localhost:9411/api/v2/spans": Failed to connect to localhost/127.0.0.1:9411
app      | 	at org.springframework.web.client.RestTemplate.createResourceAccessException(RestTemplate.java:888) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:868) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.execute(RestTemplate.java:764) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.exchange(RestTemplate.java:646) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doExecute(ZipkinRestTemplateSender.java:68) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doEnqueue(ZipkinRestTemplateSender.java:75) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at zipkin2.Call$Base.enqueue(Call.java:406) ~[zipkin-2.23.2.jar!/:na]
app      | 	at io.opentelemetry.exporter.zipkin.ZipkinSpanExporter.export(ZipkinSpanExporter.java:79) ~[opentelemetry-exporter-zipkin-1.25.0.jar!/:1.25.0]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.lambda$export$3(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at java.base/java.lang.Iterable.forEach(Iterable.java:75) ~[na:na]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.export(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.exportCurrentBatch(BatchSpanProcessor.java:326) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.run(BatchSpanProcessor.java:244) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at java.base/java.lang.Thread.run(Thread.java:833) ~[na:na]
app      | Caused by: java.net.ConnectException: Failed to connect to localhost/127.0.0.1:9411
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:297) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connect(RealConnection.kt:207) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findConnection(ExchangeFinder.kt:226) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findHealthyConnection(ExchangeFinder.kt:106) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.find(ExchangeFinder.kt:74) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.initExchange$okhttp(RealCall.kt:255) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ConnectInterceptor.intercept(ConnectInterceptor.kt:32) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.cache.CacheInterceptor.intercept(CacheInterceptor.kt:95) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.BridgeInterceptor.intercept(BridgeInterceptor.kt:83) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.kt:76) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.shaded.instrumentation.okhttp.v3_0.internal.ConnectionErrorSpanInterceptor.intercept(ConnectionErrorSpanInterceptor.java:38) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.instrumentation.okhttp.v3_0.OkHttp3Singletons.lambda$static$0(OkHttp3Singletons.java:36) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.getResponseWithInterceptorChain$okhttp(RealCall.kt:201) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.execute(RealCall.kt:154) ~[okhttp-4.10.0.jar!/:na]
app      | 	at org.springframework.http.client.OkHttp3ClientHttpRequest.executeInternal(OkHttp3ClientHttpRequest.java:68) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractBufferingClientHttpRequest.executeInternal(AbstractBufferingClientHttpRequest.java:48) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractClientHttpRequest.execute(AbstractClientHttpRequest.java:66) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:862) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	... 12 common frames omitted
app      | Caused by: java.net.ConnectException: Connection refused
app      | 	at java.base/sun.nio.ch.Net.pollConnect(Native Method) ~[na:na]
app      | 	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:542) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:597) ~[na:na]
app      | 	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327) ~[na:na]
app      | 	at java.base/java.net.Socket.connect(Socket.java:633) ~[na:na]
app      | 	at okhttp3.internal.platform.Platform.connectSocket(Platform.kt:128) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:295) ~[okhttp-4.10.0.jar!/:na]
app      | 	... 35 common frames omitted
app      | 
app      | [otel.javaagent 2023-06-21 10:11:10:391 +0000] [OkHttp http://localhost:4317/...] ERROR io.opentelemetry.exporter.internal.grpc.OkHttpGrpcExporter - Failed to export metrics. The request could not be executed. Full error message: Failed to connect to localhost/127.0.0.1:4317
app      | 2023-06-21T10:11:28.333Z  WARN 1 --- [_WorkerThread-1] i.o.exporter.zipkin.ZipkinSpanExporter   : Failed to export spans
app      | 
app      | org.springframework.web.client.ResourceAccessException: I/O error on POST request for "http://localhost:9411/api/v2/spans": Failed to connect to localhost/127.0.0.1:9411
app      | 	at org.springframework.web.client.RestTemplate.createResourceAccessException(RestTemplate.java:888) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:868) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.execute(RestTemplate.java:764) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.exchange(RestTemplate.java:646) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doExecute(ZipkinRestTemplateSender.java:68) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doEnqueue(ZipkinRestTemplateSender.java:75) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at zipkin2.Call$Base.enqueue(Call.java:406) ~[zipkin-2.23.2.jar!/:na]
app      | 	at io.opentelemetry.exporter.zipkin.ZipkinSpanExporter.export(ZipkinSpanExporter.java:79) ~[opentelemetry-exporter-zipkin-1.25.0.jar!/:1.25.0]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.lambda$export$3(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at java.base/java.lang.Iterable.forEach(Iterable.java:75) ~[na:na]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.export(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.exportCurrentBatch(BatchSpanProcessor.java:326) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.run(BatchSpanProcessor.java:244) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at java.base/java.lang.Thread.run(Thread.java:833) ~[na:na]
app      | Caused by: java.net.ConnectException: Failed to connect to localhost/127.0.0.1:9411
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:297) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connect(RealConnection.kt:207) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findConnection(ExchangeFinder.kt:226) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findHealthyConnection(ExchangeFinder.kt:106) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.find(ExchangeFinder.kt:74) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.initExchange$okhttp(RealCall.kt:255) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ConnectInterceptor.intercept(ConnectInterceptor.kt:32) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.cache.CacheInterceptor.intercept(CacheInterceptor.kt:95) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.BridgeInterceptor.intercept(BridgeInterceptor.kt:83) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.kt:76) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.shaded.instrumentation.okhttp.v3_0.internal.ConnectionErrorSpanInterceptor.intercept(ConnectionErrorSpanInterceptor.java:38) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.instrumentation.okhttp.v3_0.OkHttp3Singletons.lambda$static$0(OkHttp3Singletons.java:36) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.getResponseWithInterceptorChain$okhttp(RealCall.kt:201) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.execute(RealCall.kt:154) ~[okhttp-4.10.0.jar!/:na]
app      | 	at org.springframework.http.client.OkHttp3ClientHttpRequest.executeInternal(OkHttp3ClientHttpRequest.java:68) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractBufferingClientHttpRequest.executeInternal(AbstractBufferingClientHttpRequest.java:48) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractClientHttpRequest.execute(AbstractClientHttpRequest.java:66) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:862) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	... 12 common frames omitted
app      | Caused by: java.net.ConnectException: Connection refused
app      | 	at java.base/sun.nio.ch.Net.pollConnect(Native Method) ~[na:na]
app      | 	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:542) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:597) ~[na:na]
app      | 	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327) ~[na:na]
app      | 	at java.base/java.net.Socket.connect(Socket.java:633) ~[na:na]
app      | 	at okhttp3.internal.platform.Platform.connectSocket(Platform.kt:128) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:295) ~[okhttp-4.10.0.jar!/:na]
app      | 	... 35 common frames omitted
app      | 
loki     | level=info ts=2023-06-21T10:00:32.97232711Z caller=roundtrip.go:157 org_id=fake msg="executing query" type=range query="{compose_service=~\"app-.*\"} | pattern `<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>` | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" length=5m0s step=200ms query_hash=1857966649
loki     | level=info ts=2023-06-21T10:00:32.975163817Z caller=engine.go:220 component=querier org_id=fake msg="executing query" type=range query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" length=32.806s step=200ms query_hash=2489399221
loki     | level=info ts=2023-06-21T10:00:32.975689994Z caller=engine.go:220 component=querier org_id=fake msg="executing query" type=range query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" length=32.806s step=200ms query_hash=2489399221
loki     | level=info ts=2023-06-21T10:00:32.976100068Z caller=engine.go:220 component=querier org_id=fake msg="executing query" type=range query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" length=32.806s step=200ms query_hash=2489399221
loki     | level=info ts=2023-06-21T10:00:32.976424322Z caller=engine.go:220 component=querier org_id=fake msg="executing query" type=range query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" length=32.806s step=200ms query_hash=2489399221
loki     | level=info ts=2023-06-21T10:00:32.976518036Z caller=engine.go:220 component=querier org_id=fake msg="executing query" type=range query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" length=4m27.194s step=200ms query_hash=2489399221
loki     | level=info ts=2023-06-21T10:00:32.976853955Z caller=engine.go:220 component=querier org_id=fake msg="executing query" type=range query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" length=32.806s step=200ms query_hash=2489399221
loki     | level=info ts=2023-06-21T10:00:32.976863066Z caller=engine.go:220 component=querier org_id=fake msg="executing query" type=range query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" length=32.806s step=200ms query_hash=2489399221
loki     | level=info ts=2023-06-21T10:00:32.977216578Z caller=engine.go:220 component=querier org_id=fake msg="executing query" type=range query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" length=32.806s step=200ms query_hash=2489399221
loki     | level=info ts=2023-06-21T10:00:32.977562968Z caller=engine.go:220 component=querier org_id=fake msg="executing query" type=range query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" length=32.806s step=200ms query_hash=2489399221
loki     | level=info ts=2023-06-21T10:00:32.978021984Z caller=engine.go:220 component=querier org_id=fake msg="executing query" type=range query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" length=32.806s step=200ms query_hash=2489399221
loki     | level=info ts=2023-06-21T10:00:32.979090172Z caller=metrics.go:152 component=querier org_id=fake latency=fast query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" query_hash=2489399221 query_type=filter range_type=range length=32.806s start_delta=32.979082443s end_delta=173.082667ms step=200ms duration=2.031564ms status=200 limit=1000 returned_lines=0 throughput=0B total_bytes=0B lines_per_second=0 total_lines=0 total_entries=0 store_chunks_download_time=0s queue_time=81.342µs splits=0 shards=0 cache_chunk_req=0 cache_chunk_hit=0 cache_chunk_bytes_stored=0 cache_chunk_bytes_fetched=0 cache_chunk_download_time=0s cache_index_req=0 cache_index_hit=0 cache_index_download_time=0s cache_result_req=0 cache_result_hit=0 cache_result_download_time=0s
loki     | level=info ts=2023-06-21T10:00:32.980357445Z caller=metrics.go:152 component=querier org_id=fake latency=fast query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" query_hash=2489399221 query_type=filter range_type=range length=32.806s start_delta=32.980350139s end_delta=174.350344ms step=200ms duration=2.656652ms status=200 limit=1000 returned_lines=0 throughput=0B total_bytes=0B lines_per_second=0 total_lines=0 total_entries=0 store_chunks_download_time=0s queue_time=57.782µs splits=0 shards=0 cache_chunk_req=0 cache_chunk_hit=0 cache_chunk_bytes_stored=0 cache_chunk_bytes_fetched=0 cache_chunk_download_time=0s cache_index_req=0 cache_index_hit=0 cache_index_download_time=0s cache_result_req=0 cache_result_hit=0 cache_result_download_time=0s
loki     | level=info ts=2023-06-21T10:00:32.980854851Z caller=metrics.go:152 component=querier org_id=fake latency=fast query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" query_hash=2489399221 query_type=filter range_type=range length=32.806s start_delta=32.980848429s end_delta=174.848626ms step=200ms duration=5.54365ms status=200 limit=1000 returned_lines=0 throughput=0B total_bytes=0B lines_per_second=0 total_lines=0 total_entries=0 store_chunks_download_time=0s queue_time=79.309µs splits=0 shards=0 cache_chunk_req=0 cache_chunk_hit=0 cache_chunk_bytes_stored=0 cache_chunk_bytes_fetched=0 cache_chunk_download_time=0s cache_index_req=0 cache_index_hit=0 cache_index_download_time=0s cache_result_req=0 cache_result_hit=0 cache_result_download_time=0s
loki     | level=info ts=2023-06-21T10:00:32.981116072Z caller=metrics.go:152 component=querier org_id=fake latency=fast query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" query_hash=2489399221 query_type=filter range_type=range length=32.806s start_delta=32.981110314s end_delta=175.110526ms step=200ms duration=2.960901ms status=200 limit=1000 returned_lines=0 throughput=0B total_bytes=0B lines_per_second=0 total_lines=0 total_entries=0 store_chunks_download_time=0s queue_time=59.746µs splits=0 shards=0 cache_chunk_req=0 cache_chunk_hit=0 cache_chunk_bytes_stored=0 cache_chunk_bytes_fetched=0 cache_chunk_download_time=0s cache_index_req=0 cache_index_hit=0 cache_index_download_time=0s cache_result_req=0 cache_result_hit=0 cache_result_download_time=0s
loki     | level=info ts=2023-06-21T10:00:32.981219364Z caller=metrics.go:152 component=querier org_id=fake latency=fast query="{compose_service=~\"app-.*\"} | pattern \"<date> <time> <_>=<trace_id> <_>=<span_id> <_>=<trace_flags> <type> <_> --- <msg>\" | line_format \"{{.compose_service}}\\t{{.type}}\\ttrace_id={{.trace_id}}\\t{{.msg}}\" |= \"\"" query_hash=2489399221 query_type=filter range_type=range length=32.806s start_delta=32.98121327s end_delta=175.213459ms step=200ms duration=4.228804ms status=200 limit=1000 returned_lines=0 throughput=0B total_bytes=0B lines_per_second=0 total_lines=0 total_entries=0 store_chunks_download_time=0s queue_time=22.98µs splits=0 shards=0 cache_chunk_req=0 cache_chunk_hit=0 cache_chunk_bytes_stored=0 cache_chunk_bytes_fetched=0 cache_chunk_download_time=0s cache_index_req=0 cache_index_hit=0 cache_index_download_time=0s cache_result_req=0 cache_result_hit=0 cache_result_download_time=0s
